raceId,driverId,stop,lap
856,20,2,34
856,18,2,34
856,13,2,34
856,16,2,35
856,67,2,36
856,815,2,36
856,15,2,36
856,4,2,37
856,153,2,37
856,5,2,38
856,816,2,38
856,24,3,38
856,10,2,41
856,817,2,41
856,155,3,42
856,815,3,53
857,815,1,1
857,10,1,1
857,22,1,1
857,15,1,1
857,814,1,2
857,808,1,3
857,16,1,15
857,17,1,16
857,4,1,16
857,1,1,16
857,153,1,16
857,13,1,17
857,3,1,17
857,18,1,18
857,30,1,18
857,67,1,18
857,20,1,19
857,814,2,19
857,5,1,21
857,811,1,22
857,39,1,22
857,816,1,22
857,1,2,24
857,817,1,25
857,15,2,27
857,13,2,30
857,13,3,31
857,817,2,32
857,808,2,33
857,815,2,34
857,16,2,35
857,22,2,35
857,17,2,37
857,4,2,39
857,814,3,39
857,5,2,41
857,3,2,45
857,1,3,45
857,18,2,46
857,153,2,46
857,20,2,47
857,30,2,50
857,39,2,50
857,811,2,56
857,816,2,55
857,15,3,54
857,817,3,56
858,811,1,1
858,815,1,2
858,155,1,5
858,13,1,15
858,153,1,15
858,1,1,16
858,4,1,16
858,18,1,16
858,16,1,16
858,30,1,16
858,5,1,16
858,17,1,17
858,3,1,17
858,15,1,17
858,808,1,18
858,22,1,18
858,817,1,18
858,811,2,20
858,24,1,24
858,813,1,25
858,10,1,25
858,814,1,27
858,815,2,27
858,813,2,30
858,155,2,33
858,22,2,34
858,17,2,35
858,153,2,34
858,18,2,36
858,16,2,36
858,811,3,36
858,808,2,38
858,1,2,40
858,5,2,39
858,13,2,40
858,30,2,42
858,817,2,41
858,4,2,43
858,15,2,42
858,10,2,44
858,3,2,48
858,17,3,54
859,30,1,10
859,811,1,12
859,808,1,13
859,16,1,14
859,18,1,15
859,4,1,16
859,1,1,16
859,3,1,16
859,22,1,16
859,20,1,17
859,814,1,17
859,813,1,17
859,5,1,17
859,17,1,18
859,811,2,18
859,67,1,19
859,815,1,20
859,816,1,20
859,817,1,20
859,13,1,21
859,155,1,21
859,153,1,21
859,24,1,21
859,10,1,21
859,15,1,22
859,811,3,28
859,808,2,30
859,18,2,31
859,16,2,31
859,5,2,31
859,1,2,33
859,30,2,32
859,22,2,34
859,4,2,35
859,17,2,38
859,20,2,39
859,814,2,40
859,3,2,42
859,67,2,42
859,816,2,41
859,817,2,41
859,15,2,42
859,155,2,43
859,1,3,44
859,815,2,44
859,13,2,45
859,16,3,45
859,808,3,45
859,24,2,45
859,153,2,48
859,811,4,48
859,5,3,49
859,18,3,52
859,30,3,51
859,4,3,54
859,22,3,53
859,17,3,58
859,20,3,59
860,811,1,1
860,817,1,1
860,13,1,11
860,3,1,12
860,4,1,13
860,155,1,13
860,814,1,13
860,17,1,14
860,5,1,14
860,18,1,16
860,20,1,16
860,813,1,16
860,1,1,17
860,808,1,18
860,8,1,19
860,818,1,19
860,10,1,20
860,819,1,21
860,817,2,22
860,815,1,24
860,13,2,28
860,811,2,30
860,3,2,31
860,814,2,33
860,4,2,34
860,5,2,34
860,18,2,36
860,1,2,36
860,155,2,36
860,819,2,35
860,20,2,37
860,17,2,37
860,813,2,37
860,8,2,37
860,818,2,37
860,10,2,36
860,13,3,37
860,5,3,37
860,817,3,38
860,811,3,47
860,819,3,51
861,815,1,1
861,811,1,1
861,814,1,2
861,13,1,3
861,10,1,3
861,819,1,3
861,18,1,4
861,4,1,4
861,807,1,4
861,817,1,4
861,808,1,4
861,5,1,4
861,1,1,5
861,17,1,5
861,20,1,5
861,3,1,5
861,813,1,5
861,8,1,5
861,155,1,5
861,30,1,5
861,811,2,7
861,18,2,13
861,3,2,13
861,8,2,13
861,155,2,13
861,37,1,13
861,808,2,13
861,10,2,13
861,811,3,13
861,1,2,14
861,4,2,14
861,17,2,14
861,13,2,14
861,814,2,14
861,813,2,14
861,30,2,14
861,817,2,14
861,5,2,14
861,815,2,15
861,20,2,15
861,818,1,15
861,807,2,15
861,819,2,15
861,39,1,15
861,18,3,15
861,813,3,15
861,37,2,16
861,5,3,23
861,18,4,24
861,817,3,25
861,3,3,26
861,13,3,27
861,817,4,37
861,39,2,37
861,13,4,38
861,5,4,38
861,17,3,39
861,814,3,39
861,811,4,39
861,30,3,39
861,813,4,39
861,3,4,39
861,18,5,39
861,808,3,39
861,10,3,39
861,4,3,40
861,819,3,39
861,20,3,40
861,8,3,40
861,818,2,40
861,807,3,40
861,155,3,40
861,37,3,39
861,815,3,41
861,1,3,41
861,20,4,47
862,4,2,27
862,8,2,28
862,818,2,28
862,5,2,28
862,811,2,29
862,808,2,29
862,807,2,30
862,5,3,29
862,20,2,31
862,154,2,32
862,37,2,31
862,814,2,32
862,813,2,33
862,817,2,33
862,39,2,32
862,3,2,34
862,17,3,34
862,815,2,35
862,10,2,36
862,819,2,37
862,1,3,38
862,4,3,38
862,155,3,38
862,18,3,39
862,13,2,41
862,818,3,41
862,819,3,48
862,17,1,6
862,155,1,9
862,20,1,9
862,807,1,9
862,8,1,10
862,1,1,10
862,808,1,10
862,18,1,11
862,154,1,11
862,814,1,11
862,813,1,11
862,818,1,11
862,30,1,12
862,4,1,12
862,811,1,12
862,5,1,12
862,3,1,13
862,815,1,16
862,39,1,16
862,817,1,17
862,37,1,17
862,13,1,18
862,10,1,18
862,819,1,19
862,17,2,21
862,1,2,22
862,18,2,24
862,155,2,25
863,5,1,1
863,817,1,7
863,18,1,8
863,13,1,8
863,3,1,8
863,1,1,9
863,17,1,9
863,4,1,9
863,815,1,9
863,811,1,9
863,30,1,9
863,807,1,9
863,37,1,9
863,154,1,10
863,818,1,10
863,808,1,10
863,10,1,10
863,39,1,10
863,20,1,11
863,8,1,11
863,813,1,11
863,819,1,12
863,5,2,13
863,814,1,14
863,155,1,14
863,807,2,19
863,815,2,21
863,39,2,21
863,18,2,22
863,3,2,22
863,13,2,22
863,37,2,22
863,17,2,23
863,1,2,23
863,4,2,23
863,813,2,23
863,30,2,23
863,808,2,23
863,817,2,23
863,10,2,23
863,8,2,24
863,811,2,24
863,20,2,25
863,154,2,25
863,818,2,25
863,5,3,25
863,155,2,31
863,814,2,33
863,39,3,32
863,3,3,36
863,1,3,36
863,807,3,36
863,18,3,37
863,4,3,37
863,815,3,37
863,30,3,37
863,13,3,38
863,811,3,38
863,817,3,38
863,5,4,38
863,20,3,39
863,8,3,39
863,17,3,39
863,10,3,38
863,808,3,39
863,37,3,38
863,154,3,40
863,818,3,40
863,39,4,45
863,155,3,50
863,18,4,53
864,815,1,1
864,17,1,6
864,20,1,7
864,155,1,8
864,3,1,9
864,18,1,9
864,814,1,9
864,4,1,10
864,154,1,10
864,30,1,10
864,818,1,10
864,13,1,10
864,807,1,10
864,808,1,10
864,37,1,10
864,813,1,11
864,8,1,11
864,817,1,11
864,39,1,11
864,5,1,13
864,1,1,14
864,10,1,14
864,819,1,15
864,17,2,17
864,815,2,17
864,807,2,19
864,37,2,19
864,3,2,22
864,39,2,22
864,814,2,23
864,818,2,23
864,813,2,24
864,18,2,25
864,817,2,25
864,4,2,26
864,154,2,26
864,155,2,26
864,10,2,26
864,8,2,27
864,20,2,27
864,5,2,27
864,819,2,27
864,13,2,28
864,808,2,28
864,13,3,29
864,20,3,30
864,1,2,35
864,37,3,35
864,815,3,37
864,18,3,38
864,807,3,39
864,817,3,39
864,3,3,40
864,17,3,40
864,818,3,40
864,813,3,41
864,155,3,41
864,20,4,42
864,814,3,42
864,4,3,44
864,5,3,43
864,808,3,44
864,13,4,45
864,8,3,48
864,10,3,47
864,154,3,51
864,37,4,51
865,155,1,1
865,808,1,3
865,818,1,17
865,3,1,27
865,17,1,29
865,1,1,29
865,8,1,29
865,807,1,29
865,811,1,29
865,39,1,29
865,4,1,30
865,5,1,30
865,10,1,30
865,13,1,31
865,819,1,33
865,30,1,34
865,815,1,34
865,814,1,35
865,18,1,38
865,815,2,39
865,817,1,40
865,20,1,46
865,10,2,54
865,818,2,70
865,5,2,73
865,39,2,74
866,13,1,12
866,814,1,13
866,30,1,13
866,18,1,15
866,20,1,16
866,818,1,16
866,1,1,17
866,17,1,17
866,817,1,17
866,5,1,17
866,808,1,18
866,4,1,19
866,3,1,19
866,154,1,21
866,807,1,21
866,811,1,23
866,155,1,24
866,10,1,24
866,819,1,28
866,813,1,29
866,18,2,33
866,3,2,38
866,8,1,40
866,815,1,41
866,807,2,42
866,5,2,42
866,30,2,43
866,818,2,43
866,808,2,43
866,814,2,44
866,818,3,47
866,1,2,50
866,17,2,52
866,18,3,52
866,13,2,58
866,817,2,58
866,20,2,63
867,18,1,10
867,815,1,10
867,13,1,11
867,819,1,11
867,5,1,12
867,1,1,13
867,808,1,13
867,155,1,14
867,8,1,14
867,813,1,14
867,807,1,14
867,817,1,14
867,37,1,14
867,4,1,15
867,39,1,15
867,20,1,16
867,154,1,16
867,818,1,17
867,30,1,19
867,17,1,19
867,3,1,20
867,155,2,20
867,811,1,20
867,814,1,23
867,811,2,24
867,815,2,25
867,808,2,25
867,18,2,26
867,13,2,27
867,5,2,27
867,154,2,28
867,1,2,28
867,4,2,28
867,8,2,28
867,813,2,28
867,807,2,28
867,808,3,28
867,20,2,29
867,37,2,28
867,819,2,28
867,39,2,29
867,13,3,34
867,817,2,37
867,17,2,38
867,39,3,39
867,30,2,41
867,3,2,46
867,808,4,47
867,13,4,53
868,819,2,32
868,17,2,33
868,813,2,12
868,13,1,13
868,8,1,13
868,819,1,13
868,17,1,14
868,811,1,14
868,818,1,14
868,4,1,15
868,3,1,15
868,155,1,16
868,807,1,16
868,18,1,16
868,817,1,16
868,39,1,16
868,10,1,18
868,1,1,21
868,154,2,26
868,37,1,27
868,1,2,28
868,817,2,29
868,5,2,29
868,811,2,30
868,20,2,31
868,18,2,31
868,818,2,32
868,814,1,1
868,154,1,2
868,20,1,10
868,813,1,11
868,815,1,11
868,30,1,12
868,5,1,12
868,8,2,34
868,30,2,34
868,13,2,35
868,807,2,35
868,39,2,35
868,4,2,37
868,155,2,37
868,3,2,37
868,10,2,38
869,13,1,1
869,811,1,1
869,154,1,1
869,1,1,3
869,818,1,6
869,814,1,10
869,8,1,11
869,807,1,12
869,17,1,12
869,3,1,12
869,813,1,13
869,5,1,13
869,30,1,14
869,808,1,14
869,815,1,17
869,4,1,18
869,18,1,19
869,817,1,19
869,10,1,19
869,20,1,20
869,37,1,20
869,819,1,21
869,155,1,22
869,39,1,22
869,13,2,24
869,154,2,24
869,811,2,25
869,818,2,27
869,807,2,31
869,5,2,31
869,1,2,31
869,3,2,32
869,808,2,32
869,30,2,36
869,8,2,38
869,813,2,38
869,817,2,38
869,814,2,39
869,18,2,40
869,815,2,40
869,17,2,40
869,4,2,41
869,20,2,41
869,10,2,40
869,154,3,42
869,155,2,43
869,819,2,43
869,5,3,44
869,818,3,45
869,807,3,46
869,37,2,45
869,13,3,47
869,1,3,47
869,39,2,46
869,811,3,47
869,3,3,50
869,808,3,50
869,30,3,52
869,5,4,53
869,813,3,57
870,30,1,1
870,30,2,4
870,155,1,8
870,818,1,12
870,817,1,14
870,18,1,15
870,807,1,15
870,813,1,15
870,811,1,16
870,3,1,16
870,814,1,16
870,20,1,17
870,4,1,17
870,5,1,17
870,1,1,18
870,13,1,18
870,808,1,18
870,39,1,18
870,154,1,19
870,10,1,18
870,8,1,20
870,17,1,20
870,819,1,20
870,815,1,21
870,37,1,22
870,818,2,30
870,30,3,32
870,18,2,34
870,817,2,34
870,808,2,35
870,5,2,36
870,20,2,38
870,814,2,38
870,154,2,39
870,17,2,39
870,807,2,39
870,1,2,40
870,819,2,39
870,3,2,40
870,155,2,40
870,39,2,39
870,813,2,41
870,10,2,40
870,811,2,42
870,37,2,41
870,4,2,43
870,13,2,43
870,8,2,45
870,18,3,45
870,818,3,46
870,815,2,47
870,817,3,47
870,808,3,51
870,813,3,52
870,17,3,55
870,5,3,56
870,20,3,58
870,818,4,64
871,37,1,1
871,155,1,1
871,813,1,1
871,155,2,7
871,814,1,10
871,8,1,11
871,17,1,11
871,10,1,11
871,817,1,12
871,13,1,12
871,808,1,12
871,807,1,13
871,5,1,14
871,39,1,14
871,818,1,15
871,37,2,15
871,811,1,16
871,819,1,18
871,30,1,19
871,18,1,20
871,3,1,20
871,20,1,21
871,155,3,24
871,10,2,25
871,814,2,26
871,808,2,26
871,807,2,27
871,17,2,27
871,13,2,27
871,37,3,27
871,5,2,27
871,8,2,28
871,817,2,28
871,39,2,28
871,818,2,29
871,30,2,35
871,3,2,36
871,811,2,39
872,10,1,7
872,813,1,13
872,3,1,14
872,30,1,15
872,8,1,17
872,5,1,17
872,819,1,18
872,13,1,19
872,808,1,19
